Trial noise_type coaxial_lum test_lum match_lum grating_freq grating_contrast noise_freq rep
162 global -1.0 0.5 -0.065175 .2 0.1 0.19 40
163 global 1.0 0.5 0.201211 .2 0.1 0.19 15
164 global -1.0 0.5 -0.067415 .2 0.1 0.19 16
165 global 1.0 0.5 -0.065530 .2 0.1 0.19 41
166 global -1.0 0.5 -0.060635 .2 0.1 0.19 41
167 global 1.0 0.5 -0.075713 .2 0.1 0.19 16
168 global -1.0 0.5 0.200602 .2 0.1 0.19 17
169 global 1.0 0.5 -0.113655 .2 0.1 0.19 42
170 global -1.0 0.5 -0.108318 .2 0.1 0.19 42
171 global 1.0 0.5 0.197816 .2 0.1 0.19 17
172 global -1.0 0.5 0.133814 .2 0.1 0.19 18
173 global 1.0 0.5 -0.045109 .2 0.1 0.19 43
174 global -1.0 0.5 -0.039660 .2 0.1 0.19 43
175 global 1.0 0.5 0.130196 .2 0.1 0.19 18
176 global -1.0 0.5 -0.056009 .2 0.1 0.19 19
177 global 1.0 0.5 -0.034284 .2 0.1 0.19 44
178 global -1.0 0.5 -0.028215 .2 0.1 0.19 44
179 global 1.0 0.5 -0.061615 .2 0.1 0.19 19
180 global -1.0 0.5 0.228775 .2 0.1 0.19 20
181 global 1.0 0.5 -0.308629 .2 0.1 0.19 45
182 global -1.0 0.5 -0.307258 .2 0.1 0.19 45
183 global 1.0 0.5 0.227384 .2 0.1 0.19 20
184 global -1.0 0.5 0.058430 .2 0.1 0.19 21
185 global 1.0 0.5 0.237902 .2 0.1 0.19 46
186 global -1.0 0.5 0.233957 .2 0.1 0.19 46
187 global 1.0 0.5 0.051683 .2 0.1 0.19 21
188 global -1.0 0.5 0.204372 .2 0.1 0.19 22
189 global 1.0 0.5 0.014986 .2 0.1 0.19 47
190 global -1.0 0.5 0.020859 .2 0.1 0.19 47
191 global 1.0 0.5 0.201624 .2 0.1 0.19 22
192 global -1.0 0.5 -0.032994 .2 0.1 0.19 23
193 global 1.0 0.5 -0.172710 .2 0.1 0.19 48
194 global -1.0 0.5 -0.167520 .2 0.1 0.19 48
195 global 1.0 0.5 -0.039287 .2 0.1 0.19 23
196 global -1.0 0.5 -0.129325 .2 0.1 0.19 24
197 global 1.0 0.5 0.014645 .2 0.1 0.19 49
198 global -1.0 0.5 0.021224 .2 0.1 0.19 49
199 global 1.0 0.5 -0.139281 .2 0.1 0.19 24
200 global -1.0 0.5 0.110464 .2 0.1 0.33 0
201 global 1.0 0.5 -0.118744 .2 0.1 0.33 25
202 global -1.0 0.5 -0.086728 .2 0.1 0.33 25
203 global 1.0 0.5 0.079534 .2 0.1 0.33 0
204 global -1.0 0.5 0.074955 .2 0.1 0.33 1
205 global 1.0 0.5 -0.026318 .2 0.1 0.33 26
206 global -1.0 0.5 0.001888 .2 0.1 0.33 26
207 global 1.0 0.5 0.042937 .2 0.1 0.33 1
208 global -1.0 0.5 -0.039416 .2 0.1 0.33 2
209 global 1.0 0.5 0.012136 .2 0.1 0.33 27
210 global -1.0 0.5 0.040140 .2 0.1 0.33 27
211 global 1.0 0.5 -0.068523 .2 0.1 0.33 2
212 global -1.0 0.5 0.039824 .2 0.1 0.33 3
213 global 1.0 0.5 -0.008036 .2 0.1 0.33 28
214 global -1.0 0.5 0.021796 .2 0.1 0.33 28
215 global 1.0 0.5 0.009344 .2 0.1 0.33 3
216 global -1.0 0.5 0.065048 .2 0.1 0.33 4
217 global 1.0 0.5 -0.010447 .2 0.1 0.33 29
218 global -1.0 0.5 0.017631 .2 0.1 0.33 29
219 global 1.0 0.5 0.035009 .2 0.1 0.33 4
220 global -1.0 0.5 0.017786 .2 0.1 0.33 5
221 global 1.0 0.5 -0.125664 .2 0.1 0.33 30
222 global -1.0 0.5 -0.090071 .2 0.1 0.33 30
223 global 1.0 0.5 -0.013894 .2 0.1 0.33 5
224 global -1.0 0.5 -0.031195 .2 0.1 0.33 6
225 global 1.0 0.5 -0.037903 .2 0.1 0.33 31
226 global -1.0 0.5 -0.011936 .2 0.1 0.33 31
227 global 1.0 0.5 -0.062354 .2 0.1 0.33 6
228 global -1.0 0.5 -0.081728 .2 0.1 0.33 7
229 global 1.0 0.5 0.006985 .2 0.1 0.33 32
230 global -1.0 0.5 0.034326 .2 0.1 0.33 32
231 global 1.0 0.5 -0.114811 .2 0.1 0.33 7
232 global -1.0 0.5 0.086730 .2 0.1 0.33 8
233 global 1.0 0.5 -0.017059 .2 0.1 0.33 33
234 global -1.0 0.5 0.011219 .2 0.1 0.33 33
235 global 1.0 0.5 0.061005 .2 0.1 0.33 8
236 global -1.0 0.5 0.090208 .2 0.1 0.33 9
237 global 1.0 0.5 -0.009034 .2 0.1 0.33 34
238 global -1.0 0.5 0.018103 .2 0.1 0.33 34
239 global 1.0 0.5 0.059779 .2 0.1 0.33 9
240 global -1.0 0.5 0.041710 .2 0.1 0.33 10
241 global 1.0 0.5 -0.085146 .2 0.1 0.33 35
242 global -1.0 0.5 -0.056540 .2 0.1 0.33 35
243 global 1.0 0.5 0.013737 .2 0.1 0.33 10
244 global -1.0 0.5 0.046493 .2 0.1 0.33 11
245 global 1.0 0.5 0.011930 .2 0.1 0.33 36
246 global -1.0 0.5 0.041633 .2 0.1 0.33 36
247 global 1.0 0.5 0.018581 .2 0.1 0.33 11
248 global -1.0 0.5 0.030390 .2 0.1 0.33 12
