Trial noise_type coaxial_lum test_lum match_lum grating_freq grating_contrast noise_freq rep
438 global -1.0 0.5 0.499147 .2 0.1 1.00 34
439 global 1.0 0.5 0.498775 .2 0.1 1.00 9
440 global -1.0 0.5 0.496788 .2 0.1 1.00 10
441 global 1.0 0.5 0.496954 .2 0.1 1.00 35
442 global -1.0 0.5 0.496828 .2 0.1 1.00 35
443 global 1.0 0.5 0.496796 .2 0.1 1.00 10
444 global -1.0 0.5 0.502588 .2 0.1 1.00 11
445 global 1.0 0.5 0.504895 .2 0.1 1.00 36
446 global -1.0 0.5 0.504154 .2 0.1 1.00 36
447 global 1.0 0.5 0.502938 .2 0.1 1.00 11
448 global -1.0 0.5 0.500759 .2 0.1 1.00 12
449 global 1.0 0.5 0.497868 .2 0.1 1.00 37
450 global -1.0 0.5 0.496580 .2 0.1 1.00 37
451 global 1.0 0.5 0.502386 .2 0.1 1.00 12
452 global -1.0 0.5 0.496578 .2 0.1 1.00 13
453 global 1.0 0.5 0.502523 .2 0.1 1.00 38
454 global -1.0 0.5 0.501514 .2 0.1 1.00 38
455 global 1.0 0.5 0.497329 .2 0.1 1.00 13
456 global -1.0 0.5 0.499384 .2 0.1 1.00 14
457 global 1.0 0.5 0.501113 .2 0.1 1.00 39
458 global -1.0 0.5 0.499633 .2 0.1 1.00 39
459 global 1.0 0.5 0.500175 .2 0.1 1.00 14
460 global -1.0 0.5 0.500557 .2 0.1 1.00 15
